sample length
ERX1222232 684
ERX1222232 964
ERX1222233 4341
ERX1222233 710
ERX1222233 72
ERX1222236 4451
ERX1222238 710
ERX1222239 4341
ERX1222239 710
ERX1222239 72
ERX1222243 747
ERX1222245 4441
ERX1222247 173
ERX1222252 1832
ERX1222252 2544
ERX1222252 710
ERX1222254 4446
ERX1222257 4451
ERX1222261 4206
ERX1222263 4441
ERX1222263 710
ERX1222266 4441
ERX1222269 72
ERX1222270 72
ERX1222271 1332
ERX1222273 3747
ERX1222274 3747
ERX1222276 4441
ERX1222277 4441
ERX1222278 4441
ERX1222279 4441
ERX1222280 710
ERX1222281 4206
ERX1222282 4441
ERX1222282 72
ERX1222285 4441
ERX1222287 361
ERX1222287 4441
ERX1222290 4441
ERX1222291 3706
ERX1222293 324
ERX1222293 4441
ERX1222294 4441
ERX1222294 710
ERX1222295 4108
ERX1222296 3747
ERX1222298 747
ERX1222299 651
ERX1222301 710
ERX1222303 3747
ERX1222304 4206
ERX1222304 710
ERX1222305 3747
ERX1222307 1183
ERX1222307 747
ERX1222309 4441
ERX1222311 4441
ERX1222313 4441
ERX1222317 72
ERX1222324 747
ERX1222327 710
ERX1222330 4441
ERX1222332 710
ERX1222333 710
ERX1229309 4455
ERX1229310 957
ERX1229311 4455
ERX1229312 4455
ERX1229314 4455
ERX1229315 4455
ERX1229316 4455
ERX1229326 821
ERX1229329 747
ERX1229332 710
ERX1229335 710
ERX1229337 747
ERX1229338 747
ERX1229339 4441
ERX1229340 4345
ERX1229340 710
ERX1229340 72
ERX1229341 4345
ERX1229341 710
ERX1268894 4455
ERX1268894 821
ERX1268897 4450
ERX1268897 710
ERX1268900 4455
ERX1268906 4450
ERX1268906 710
ERX1268919 4457
ERX1268922 4455
ERX1268938 4455
ERX1268945 4455
ERX1268946 4457
ERX1268949 4457
ERX1268957 4000
ERX1268957 821
ERX1269013 4455
ERX1269013 821
ERX1269015 4455
ERX1269015 821
ERX1269024 747
ERX1269025 4455
ERX1269026 4457
ERX1269028 4455
ERX1269033 710
ERX1269035 4455
ERX1269060 4455
ERX1269069 4455
ERX1269070 4451
ERX1269070 710
ERX1269072 4455
ERX1269073 4447
ERX1269073 710
ERX1269078 4455
ERX1269082 4455
ERX1269084 1215
ERX1269094 4455
ERX1269097 4455
ERX1269100 4455
ERX1269103 1085
ERX1269103 4455
ERX1269104 4455
ERX1269111 3699
ERX1269111 710
ERX1269112 4455
ERX1269112 821
ERX1269116 4457
ERX1269117 4455
ERX1269118 4441
ERX1269119 4455
ERX1269124 4455
ERX1269125 710
ERX1269129 747
ERX1269130 157
ERX1269130 4455
ERX1269134 4457
ERX1269138 4455
ERX1269144 747
ERX1269147 4459
ERX1269151 4447
ERX1269154 4455
ERX1269154 821
ERX1269155 4455
ERX1269165 4457
ERX1269177 4457
ERX1269180 4455
ERX1269181 4455
ERX1269191 4455
ERX1269191 821
ERX1269192 1050
ERX1269192 1244
ERX1269192 3170
ERX1269197 710
ERX1269202 4455
ERX1269202 821
ERX1269204 4457
ERX1269205 4450
ERX1269205 710
ERX1269206 4455
ERX1269213 4455
ERX1269213 821
ERX1269214 3836
ERX1269215 1159
ERX1269215 4457
ERX1269217 4455
ERX1269228 4455
ERX1269230 747
ERX1269235 4455
ERX1269241 4455
ERX1269245 4448
ERX1269253 4455
ERX1269254 1215
ERX1269254 4455
ERX1269256 4455
ERX1269260 4506
ERX1269261 4455
ERX1269264 4455
ERX1269268 4450
ERX1269268 710
ERX1269269 4258
ERX1269274 710
ERX1269275 4508
ERX1269276 3845
ERX1269276 710
ERX1269278 4451
ERX1269278 710
ERX1269447 710
ERX1269450 1186
ERX1269450 1790
ERX1269450 2551
ERX1269453 747
ERX1269465 172
ERX1269468 4455
ERX1269476 4455
ERX1269478 4455
ERX1269479 4445
ERX1269480 4455
ERX1269486 4455
ERX1269487 4450
ERX1269488 4455
ERX1269490 4455
ERX1269491 4452
ERX1269491 710
ERX1269492 4455
ERX1269497 4455
ERX1269500 4455
ERX1269501 4455
ERX1269502 172
ERX1269503 4455
ERX1269505 4457
ERX1269507 1085
ERX1269507 4455
ERX1269508 4457
ERX1269515 4455
ERX1269515 821
ERX1269516 4455
ERX1269517 4455
ERX1269518 4455
ERX1269521 4455
ERX1269525 710
ERX1269526 4455
ERX1269526 821
ERX1269722 710
ERX1269724 427
ERX1269724 4448
ERX1269724 61
ERX1269737 4455
ERX1269739 4455
ERX1269740 4455
ERX1269742 4455
ERX1269744 4450
ERX1269744 710
ERX1269749 4455
ERX1269751 710
ERX1269753 4455
ERX1269754 4457
ERX1269756 4455
ERX1269758 4455
ERX1269760 4455
ERX1269761 4455
ERX1269762 4455
ERX1269763 4455
ERX1269767 4214
ERX1269767 747
ERX1269769 821
ERX1269771 4456
ERX1273533 710
ERX1273534 710
ERX1273535 710
ERX1273536 710
ERX1273537 710
ERX1273538 710
ERX1284823 710
ERX1284824 4441
ERX1284827 382
ERX1284827 4441
ERX1284832 747
ERX1285978 710
ERX1285979 4441
ERX1285980 4441
ERX1285983 4441
ERX1285986 1255
ERX1285986 1899
ERX1285986 665
ERX1285989 3816
ERX1285989 710
ERX1285996 710
ERX1285997 680
ERX1285998 4441
ERX1285999 4441
ERX1286000 3815
ERX1286000 682
ERX1286000 710
ERX1286001 4441
ERX1286004 3816
ERX1286004 710
ERX1286007 4441
ERX1286009 4441
ERX1286010 4441
ERX1286013 299
ERX1286013 4444
ERX1286014 4441
ERX1286015 4460
ERX1286016 710
ERX1286017 3747
ERX1286019 710
ERX1286023 747
ERX1286024 2341
ERX1286024 895
ERX1286027 4441
ERX1286029 4206
ERX1286029 747
ERX1286030 3747
ERX1286031 710
ERX1286032 4206
ERX1286033 4441
ERX1286034 986
ERX1289097 4455
ERX1289097 72
ERX1289099 2660
ERX1289101 2660
ERX1289102 2660
ERX1289104 4456
ERX1289104 72
ERX1289105 4455
ERX1289105 72
ERX1289106 4455
ERX1289106 72
ERX1289107 4455
ERX1289107 72
ERX1289108 4455
ERX1289108 72
ERX1289114 1332
ERX1289114 3747
ERX1289115 4458
ERX1289116 4455
ERX1289116 72
ERX1289117 4455
ERX1289117 72
ERX1289119 4455
ERX1289119 72
ERX1289120 4456
ERX1289120 72
ERX1289121 4455
ERX1289121 72
ERX1299368 341
ERX1299368 479
ERX1299371 4439
ERX1299373 4448
ERX1299374 4446
ERX1299375 1313
ERX1299375 2792
ERX1299376 4448
ERX1299377 4448
ERX1299382 341
ERX1299382 61
ERX1299385 4448
ERX1299386 342
ERX1299386 61
ERX1299390 4446
ERX1299391 4448
ERX1299392 341
ERX1299392 479
ERX1299393 4446
ERX1299394 339
ERX1299394 4446
ERX1299395 339
ERX1299395 4446
ERX1299396 339
ERX1299396 479
ERX1299397 339
ERX1299397 4399
ERX1299397 61
ERX1299398 480
ERX1299399 4446
ERX1299399 61
ERX1299400 341
ERX1299400 4446
ERX1299401 339
ERX1299401 480
ERX1299402 339
ERX1299402 4446
ERX1299403 339
ERX1299403 4441
ERX1299403 488
ERX1299404 4448
ERX1299405 4448
ERX1299406 4446
ERX1299408 4446
ERX1299409 4446
ERX1299410 61
ERX1299411 341
ERX1299411 61
ERX1299413 4446
ERX1299414 4429
ERX1299419 4446
ERX1299420 4433
ERX1299423 342
ERX1299423 480
ERX1299424 341
ERX1299424 4448
ERX1299424 480
ERX1299425 342
ERX1299425 4446
ERX1299425 480
ERX1299426 342
ERX1299426 427
ERX1299426 61
ERX1299427 341
ERX1299427 488
ERX1299428 4446
ERX1299429 341
ERX1299429 4446
ERX1299429 488
ERX1299430 341
ERX1299430 488
ERX1299431 341
ERX1299431 4448
ERX1299431 480
ERX1299432 342
ERX1299432 4011
ERX1299432 488
ERX1299433 342
ERX1299433 488
ERX1299434 341
ERX1299434 4448
ERX1299434 480
ERX1299435 342
ERX1299435 488
ERX1299436 342
ERX1299436 4159
ERX1299436 480
ERX1299437 342
ERX1299437 488
ERX1299438 215
ERX1299438 4448
ERX1299438 480
ERX1299439 4448
ERX1299439 480
ERX1299441 342
ERX1299441 488
ERX1299442 342
ERX1299442 4446
ERX1299442 480
ERX1299443 1287
ERX1299444 1303
ERX1299444 342
ERX1299444 4448
ERX1299444 488
ERX1299445 342
ERX1299445 4446
ERX1299445 480
ERX1299446 342
ERX1299446 488
ERX1299448 341
ERX1299448 4446
ERX1299448 918
ERX1299449 341
ERX1299450 339
ERX1299450 61
ERX1299451 342
ERX1299451 4446
ERX1299451 480
ERX1299452 339
ERX1299452 488
ERX1299453 342
ERX1299453 4446
ERX1299453 488
ERX1299454 4446
ERX1299455 341
ERX1299455 61
ERX1299458 4439
ERX1299462 339
ERX1299462 61
ERX1299463 4448
ERX1299464 342
ERX1299464 61
ERX1299465 339
ERX1299465 61
ERX1299468 4441
ERX1299470 4446
ERX1299471 4446
ERX1299472 4446
ERX1299473 4450
ERX1299474 4448
ERX1299475 4448
ERX1299476 4448
ERX1299477 4448
ERX1314967 4446
ERX1314969 4446
ERX1314970 4446
ERX1314975 4446
ERX132283 4450
ERX132283 710
ERX132288 710
ERX132322 158
ERX132344 1115
ERX132366 710
ERX132373 747
ERX132386 710
ERX132398 710
ERX134588 2808
ERX134621 3906
ERX1346214 4460
ERX134640 710
ERX134741 1352
ERX134748 2151
ERX136640 1244
ERX136641 4455
ERX136642 4455
ERX136642 821
ERX136643 1081
ERX136643 4455
ERX136644 4455
ERX136645 1385
ERX136645 3117
ERX136646 4455
ERX136651 1948
ERX136651 4455
ERX136652 1948
ERX136652 4455
ERX136653 4455
ERX136654 4455
ERX136658 4455
ERX136658 760
ERX136659 4455
ERX136660 4455
ERX136661 2215
ERX136662 4455
ERX136670 4455
ERX136670 821
ERX136671 4455
ERX136672 4455
ERX136673 4455
ERX136675 1948
ERX136676 4438
ERX136677 3555
ERX136679 4455
ERX136680 4455
ERX136681 4455
ERX136682 4455
ERX136683 4455
ERX136684 4455
ERX136685 158
ERX136685 4455
ERX136686 4455
ERX136687 4455
ERX136688 4455
ERX136689 4455
ERX136690 1292
ERX136692 4457
ERX136693 4455
ERX136695 1292
ERX136696 4455
ERX136697 1948
ERX136697 4457
ERX136699 4455
ERX136700 4455
ERX136701 4455
ERX136708 158
ERX136708 4455
ERX136709 1332
ERX136709 4455
ERX136711 4455
ERX136715 1390
ERX136715 157
ERX136715 2995
ERX136716 157
ERX136716 4455
ERX136717 4455
ERX136717 821
ERX136718 4455
ERX136720 4455
ERX136722 4455
ERX136723 4455
ERX138286 3547
ERX138294 4330
ERX138297 973
ERX138299 3547
ERX138303 1559
ERX138303 157
ERX138310 3555
ERX138313 1559
ERX138313 157
ERX138313 3715
ERX138313 679
ERX138314 1091
ERX138314 1390
ERX138314 1559
ERX138314 157
ERX138314 1805
ERX138315 1559
ERX138315 157
ERX138315 2995
ERX138315 650
ERX138315 679
ERX138316 1559
ERX138316 157
ERX138316 3715
ERX138316 679
ERX138317 4457
ERX138317 821
ERX138318 4455
ERX138318 821
ERX138319 4455
ERX138319 821
ERX138320 4455
ERX138320 821
ERX138321 4455
ERX138321 821
ERX138322 4455
ERX138322 821
ERX138323 4455
ERX138324 157
ERX138326 1948
ERX138326 4455
ERX138327 1292
ERX138328 1292
ERX138328 1559
ERX138329 1948
ERX138329 4455
ERX138330 1975
ERX138331 1292
ERX138331 1559
ERX138332 1292
ERX138334 4461
ERX138335 821
ERX138338 1559
ERX138339 821
ERX138340 4455
ERX138341 4455
ERX138342 4455
ERX138342 821
ERX138343 4457
ERX138343 821
ERX138344 4455
ERX138345 4455
ERX138346 4455
ERX138346 821
ERX138347 821
ERX138348 4455
ERX138349 4457
ERX138350 821
ERX138351 821
ERX138352 4455
ERX138353 4455
ERX138354 4455
ERX138356 1292
ERX138357 4455
ERX138357 697
ERX138357 821
ERX138358 1948
ERX138358 821
ERX138359 1292
ERX138360 1292
ERX138360 1559
ERX138361 821
ERX138362 1292
ERX138362 1559
ERX138363 1292
ERX138363 1559
ERX138365 4455
ERX138366 4455
ERX138367 1292
ERX138367 1559
ERX138368 4455
ERX138369 3025
ERX138370 1292
ERX138370 1559
ERX138372 4456
ERX138373 1385
ERX138373 3118
ERX139231 3825
ERX139231 61
ERX139241 1240
ERX139241 3951
ERX139277 4206
ERX139281 1939
ERX139295 747
ERX139298 821
ERX139311 821
ERX139328 1424
ERX139328 710
ERX139329 710
ERX139330 747
ERX139331 710
ERX139332 710
ERX139333 747
ERX139334 710
ERX139335 747
ERX139336 710
ERX139337 747
ERX139338 710
ERX139339 710
ERX139340 710
ERX139341 710
ERX139342 710
ERX139343 710
ERX139344 1424
ERX139344 747
ERX139345 710
ERX139346 710
ERX139347 710
ERX139348 2840
ERX139348 710
ERX139349 710
ERX139350 710
ERX139351 710
ERX139352 710
ERX139353 710
ERX139354 747
ERX139355 710
ERX139356 710
ERX139357 4441
ERX139357 710
ERX139358 747
ERX139359 3072
ERX139359 747
ERX139360 710
ERX139361 4441
ERX139361 710
ERX139362 4441
ERX139362 747
ERX139363 747
ERX139364 747
ERX139365 710
ERX139366 747
ERX139367 710
ERX139368 710
ERX139369 747
ERX139370 747
ERX139371 747
ERX139372 710
ERX139373 747
ERX139374 4441
ERX139374 710
ERX139375 710
ERX139376 710
ERX139376 917
ERX139377 710
ERX139378 747
ERX139379 747
ERX139380 710
ERX139381 710
ERX139383 710
ERX139384 710
ERX139385 710
ERX139386 710
ERX139387 747
ERX139388 747
ERX139389 710
ERX139390 710
ERX139391 710
ERX139392 747
ERX139393 710
ERX139394 710
ERX139395 710
ERX139396 710
ERX139397 747
ERX139398 710
ERX139399 747
ERX139400 710
ERX139401 710
ERX139402 710
ERX139403 710
ERX139404 710
ERX139405 710
ERX139406 747
ERX139407 710
ERX139408 710
ERX139409 710
ERX139410 710
ERX139411 710
ERX139412 710
ERX139413 710
ERX139414 710
ERX139415 747
ERX139416 710
ERX139417 710
ERX139418 710
ERX139419 710
ERX139420 710
ERX139421 747
ERX139422 710
ERX139423 710
ERX139424 4441
ERX139424 710
ERX139425 710
ERX139426 710
ERX139427 747
ERX139428 710
ERX139429 747
ERX139430 710
ERX139431 710
ERX139432 710
ERX139433 710
ERX139434 747
ERX139435 710
ERX139436 710
ERX139437 710
ERX139438 710
ERX139439 710
ERX139440 710
ERX139441 710
ERX139442 710
ERX139443 710
ERX139444 710
ERX139445 710
ERX139446 710
ERX139447 710
ERX139448 710
ERX139449 747
ERX139450 710
ERX139451 710
ERX139452 710
ERX139453 710
ERX139454 710
ERX139455 710
ERX139456 710
ERX139457 747
ERX139458 747
ERX139459 747
ERX139460 747
ERX139461 710
ERX139462 710
ERX139463 710
ERX139464 710
ERX139465 710
ERX139466 747
ERX139467 747
ERX139468 710
ERX139469 710
ERX139470 710
ERX139471 710
ERX139472 710
ERX139473 710
ERX139474 710
ERX139475 710
ERX139476 710
ERX139477 710
ERX139478 710
ERX139479 710
ERX139480 710
ERX139481 710
ERX139482 710
ERX139483 710
ERX139484 710
ERX139485 747
ERX139486 710
ERX139487 710
ERX139488 710
ERX139489 710
ERX139490 710
ERX139491 710
ERX139492 710
ERX139493 710
ERX139494 4441
ERX139494 710
ERX139495 710
ERX139496 710
ERX139497 710
ERX139498 710
ERX139499 710
ERX139500 710
ERX139501 710
ERX139502 710
ERX139503 710
ERX139504 710
ERX139505 710
ERX139506 4441
ERX139506 710
ERX139507 710
ERX139508 747
ERX139509 4441
ERX139509 710
ERX139510 710
ERX139511 710
ERX139512 710
ERX139513 710
ERX139514 710
ERX139515 747
ERX139516 710
ERX139517 710
ERX139518 1332
ERX139518 710
ERX139519 747
ERX139520 710
ERX139521 747
ERX139522 747
ERX139523 710
ERX139524 747
ERX139525 747
ERX139526 710
ERX139527 710
ERX139528 747
ERX139529 710
ERX139530 747
ERX139531 710
ERX139532 710
ERX139533 710
ERX139534 747
ERX139535 710
ERX139536 710
ERX139537 710
ERX139538 710
ERX139539 710
ERX139540 710
ERX139541 710
ERX139542 710
ERX139543 710
ERX139544 710
ERX139545 710
ERX139546 710
ERX139547 710
ERX139548 710
ERX139549 710
ERX139550 710
ERX139551 710
ERX139552 710
ERX139553 710
ERX139554 710
ERX139555 710
ERX139556 710
ERX139557 747
ERX139558 710
ERX139559 710
ERX139560 747
ERX139561 710
ERX139562 710
ERX139563 710
ERX139564 747
ERX139565 710
ERX139566 710
ERX139567 710
ERX139568 747
ERX139569 747
ERX139570 710
ERX139571 710
ERX139572 710
ERX139573 2793
ERX139573 747
ERX139574 710
ERX139575 710
ERX139576 710
ERX139577 747
ERX139578 710
ERX139579 710
ERX139580 710
ERX139581 710
ERX139582 710
ERX139583 710
ERX139584 3948
ERX139584 710
ERX139585 61
ERX139585 710
ERX139586 710
ERX139587 710
ERX139588 710
ERX139589 3706
ERX139589 710
ERX139590 710
ERX139591 747
ERX139592 710
ERX139593 710
ERX139594 710
ERX139595 710
ERX139596 710
ERX139597 710
ERX139598 710
ERX139599 710
ERX139600 710
ERX139601 710
ERX139602 3948
ERX139602 710
ERX139603 710
ERX139604 710
ERX139605 747
ERX139606 747
ERX139607 710
ERX139608 747
ERX139609 710
ERX139610 710
ERX139611 710
ERX139612 710
ERX139613 747
ERX139614 710
ERX139615 710
ERX1405506 710
ERX1405515 158
ERX1405515 159
ERX1405524 710
ERX1405533 710
ERX1405542 710
ERX1405543 710
ERX1405545 4446
ERX1405546 4446
ERX1405547 4446
ERX1405548 4446
ERX1405549 4446
ERX1405550 4446
ERX140725 4441
ERX140725 747
ERX140726 4441
ERX140726 710
ERX140727 4441
ERX140727 747
ERX140728 4441
ERX140728 747
ERX140729 4441
ERX140729 747
ERX140730 747
ERX140731 747
ERX140732 4441
ERX140732 747
ERX140733 4444
ERX140733 747
ERX140734 4441
ERX140734 747
ERX140735 4441
ERX140735 747
ERX140736 4441
ERX140736 747
ERX140737 4441
ERX140737 710
ERX140739 1291
ERX140739 4441
ERX140739 747
ERX140740 1352
ERX140740 4398
ERX140740 710
ERX140741 1352
ERX140741 2956
ERX140741 946
ERX140742 4457
ERX140744 4457
ERX140745 747
ERX140746 4444
ERX140746 747
ERX140747 4441
ERX140747 747
ERX140748 4441
ERX140748 747
ERX140749 4441
ERX140749 747
ERX140750 747
ERX140751 4441
ERX140751 747
ERX140752 4441
ERX140752 747
ERX140753 4441
ERX140753 747
ERX140754 4441
ERX140754 747
ERX140755 4441
ERX140755 710
ERX140756 4441
ERX140756 747
ERX140757 4441
ERX140757 747
ERX140758 4441
ERX140758 747
ERX140759 4441
ERX140759 747
ERX140760 4441
ERX140760 747
ERX140761 4441
ERX140761 710
ERX140762 4441
ERX140762 747
ERX140763 4441
ERX140763 747
ERX140764 4441
ERX140764 747
ERX140765 4441
ERX140765 747
ERX140766 4441
ERX140766 747
ERX140767 4441
ERX140767 710
ERX140768 4411
ERX140768 747
ERX140769 710
ERX140770 4441
ERX140770 747
ERX140771 4457
ERX140772 4457
ERX140773 747
ERX140774 747
ERX140775 4441
ERX140775 747
ERX140776 4441
ERX140776 747
ERX140777 4441
ERX140777 710
ERX140778 747
ERX140779 710
ERX140782 4441
ERX140782 747
ERX140783 4441
ERX140783 747
ERX140784 4441
ERX140784 747
ERX140785 4441
ERX140785 710
ERX140786 4441
ERX140786 710
ERX140787 4441
ERX140787 747
ERX140788 1022
ERX140788 3303
ERX140788 747
ERX140790 4441
ERX140790 747
ERX140791 747
ERX140792 4441
ERX140792 747
ERX140793 4441
ERX140793 747
ERX140794 4441
ERX140795 4441
ERX140795 747
ERX140796 4441
ERX140796 747
ERX140797 4441
ERX140797 747
ERX140798 4456
ERX140799 4441
ERX140799 747
ERX140800 4441
ERX140800 710
ERX140803 4441
ERX140803 710
ERX140804 4441
ERX140804 747
ERX140805 1352
ERX140805 3572
ERX140805 767
ERX140806 4441
ERX140806 747
ERX140807 4441
ERX140807 747
ERX140808 747
ERX1414326 710
ERX147763 172
ERX147763 1764
ERX147763 2348
ERX147763 498
ERX147764 4458
ERX147765 4455
ERX147766 1352
ERX147766 3955
ERX147768 4455
ERX147769 4457
ERX147770 4455
ERX147771 4456
ERX147772 1271
ERX147772 3139
ERX147773 4458
ERX147774 4455
ERX147775 1939
ERX147775 4441
ERX147775 509
ERX147775 762
ERX147777 1155
ERX147777 172
ERX147777 4441
ERX147777 747
ERX147778 1155
ERX147778 1619
ERX147778 1764
ERX147778 689
ERX147779 4458
ERX147780 1352
ERX147780 3955
ERX147782 1352
ERX147782 3955
ERX147783 4457
ERX147784 4458
ERX147785 4457
ERX147786 1939
ERX147786 4441
ERX147787 4441
ERX147788 4457
ERX147789 4456
ERX147790 4457
ERX147791 747
ERX147792 4455
ERX147793 4455
ERX147794 4457
ERX147795 4457
ERX147796 747
ERX147797 1939
ERX147797 4441
ERX147798 747
ERX147800 4441
ERX147801 4457
ERX147802 4455
ERX147803 4457
ERX147804 4457
ERX147805 4454
ERX147806 4457
ERX147807 4457
ERX147808 4457
ERX147809 4457
ERX147810 4457
ERX147811 4457
ERX147812 4457
ERX147813 4457
ERX147814 4457
ERX147815 4457
ERX147816 710
ERX147818 4459
ERX147819 4458
ERX147820 4456
ERX147821 4458
ERX147822 4458
ERX147824 4457
ERX147825 4457
ERX147826 4455
ERX147827 4455
ERX147828 4457
ERX147829 1352
ERX147829 4457
ERX147830 1291
ERX147831 1352
ERX147831 172
ERX147831 2956
ERX147831 656
ERX147833 4457
ERX147834 1352
ERX147834 4457
ERX147835 1352
ERX147835 3955
ERX147836 4457
ERX147837 4445
ERX147837 710
ERX147838 747
ERX147839 710
ERX147840 747
ERX147843 172
ERX147843 747
ERX147844 710
ERX147845 747
ERX147846 747
ERX147847 747
ERX147848 172
ERX147848 747
ERX147849 172
ERX147964 747
ERX147968 710
ERX147977 710
ERX147980 747
ERX147983 747
ERX147985 747
ERX147990 710
ERX147991 710
ERX147994 523
ERX147997 710
ERX148001 1173
ERX148002 1173
ERX148011 710
ERX148012 710
ERX148024 2877
ERX148024 747
ERX148028 710
ERX148033 747
ERX1492882 710
ERX1492889 710
ERX1492890 747
ERX1492902 710
ERX1492906 710
ERX1492907 710
ERX1495825 710
ERX1495826 747
ERX1499382 4455
ERX1499383 4455
ERX1499384 4455
ERX1499384 821
ERX1500996 4446
ERX1500998 4446
ERX1500999 4446
ERX1501000 4446
ERX1501001 4446
ERX1501002 4446
ERX1501003 4448
ERX1501004 4446
ERX1501005 4446
ERX1501006 4446
ERX1501007 4446
ERX1501009 4446
ERX1501010 4446
ERX1501011 4447
ERX1501012 4446
ERX1501013 4446
ERX1501014 4446
ERX1501015 4446
ERX1501016 4447
ERX1501052 4446
ERX1501053 4446
ERX1507993 1019
ERX1507993 3414
ERX1507994 4455
ERX1507994 818
ERX1507995 4455
ERX1507996 4455
ERX1507997 4455
ERX1507999 1559
ERX1507999 4455
ERX1508000 1559
ERX1508001 1559
ERX1508002 1559
ERX1508003 159
ERX1508003 4455
ERX1508003 821
ERX1508006 4455
ERX1508006 696
ERX1508006 821
ERX1508007 4455
ERX1508007 821
ERX1508008 1559
ERX1508009 1948
ERX1508009 806
ERX1508011 818
ERX1508014 4455
ERX1508015 4226
ERX151994 1559
ERX151994 858
ERX151996 1559
ERX151996 858
ERX151999 172
ERX151999 4442
ERX152000 1271
ERX152001 766
ERX152002 1271
ERX152003 1271
ERX152004 1271
ERX152005 1271
ERX152006 1271
ERX152007 1271
ERX152008 1559
ERX152008 858
ERX152012 1085
ERX152012 1202
ERX152029 61
ERX152033 61
ERX152033 821
ERX152036 4206
ERX152037 61
ERX152038 710
ERX1520501 710
ERX1520502 747
ERX1520503 4441
ERX1520503 710
ERX1520504 747
ERX1520505 747
ERX1520506 747
ERX152056 61
ERX152057 61
ERX152057 821
ERX152064 61
ERX152073 158
ERX152077 61
ERX152082 158
ERX152082 4455
ERX152083 158
ERX152083 4455
ERX152084 1467
ERX152084 158
ERX152084 4455
ERX152085 158
ERX152085 4455
ERX152086 158
ERX152086 4455
ERX152087 1467
ERX152087 158
ERX152087 4455
ERX152088 158
ERX152088 4455
ERX152089 158
ERX152089 4455
ERX152089 827
ERX1521093 1292
ERX1521094 1292
ERX1521095 1292
ERX1521096 4457
ERX1521097 1081
ERX1521097 4455
ERX1521098 4455
ERX1521099 4219
ERX153311 4448
ERX153319 1335
ERX153329 710
ERX154788 1181
ERX154795 1181
ERX154799 1383
ERX154800 1383
ERX154842 1155
ERX154854 1155
ERX154885 4444
ERX154901 1344
ERX154902 1344
ERX154923 1344
ERX154926 747
ERX154956 1423
ERX154964 710
ERX154967 1252
ERX154967 4444
ERX154968 1303
ERX154968 4444
ERX1583699 1367
ERX1583699 4441
ERX1583699 710
ERX1583700 4455
ERX1583715 1559
ERX1583716 4455
ERX1583720 710
ERX1583722 4462
ERX1583728 710
ERX1583731 4506
ERX1583737 710
ERX1583739 710
ERX1583740 710
ERX1583741 710
ERX1583742 710
ERX1583743 747
ERX1583744 747
ERX1583745 710
ERX1583746 710
ERX1583747 710
ERX1583748 710
ERX1583749 710
ERX1583750 710
ERX1583751 4451
ERX1583751 710
ERX1583752 710
ERX1583753 710
ERX1583754 710
ERX1583755 710
ERX1583756 710
ERX1583757 710
ERX1583758 710
ERX1583759 710
ERX1583761 710
ERX1583762 4442
ERX1583770 710
ERX1583772 710
ERX1583774 710
ERX1583778 710
ERX1583779 710
ERX1583780 4441
ERX1583781 4441
ERX158554 1175
ERX158569 710
ERX158649 4442
ERX158650 4442
ERX158656 4455
ERX158659 4329
ERX1590846 710
ERX1590847 710
ERX1590848 710
ERX1590849 299
ERX1590850 710
ERX1590851 710
ERX1590852 710
ERX1590853 710
ERX1590854 710
ERX1596353 710
ERX1606178 4441
ERX1606178 747
ERX1606179 747
ERX1606180 710
ERX1606181 747
ERX1606182 4441
ERX1606182 747
ERX1606183 747
ERX1606184 4341
ERX1606184 710
ERX1606184 72
ERX1606185 3948
ERX1606185 747
ERX1606186 4441
ERX1606186 710
ERX1606187 1335
ERX1606187 2948
ERX1606187 72
ERX1606187 747
ERX1606188 4441
ERX1606188 710
ERX1606189 710
ERX1606190 710
ERX1606191 747
ERX1606192 4341
ERX1606192 710
ERX1606192 72
ERX1606193 747
ERX1606194 4441
ERX1606194 710
ERX1606195 747
ERX1606196 710
ERX1606197 710
ERX1606198 747
ERX1606199 747
ERX1606200 747
ERX1606201 710
ERX1606202 338
ERX1606202 4442
ERX1606203 710
ERX1606204 710
ERX1606205 747
ERX1606206 710
ERX1606207 747
ERX1606208 710
ERX1606209 1129
ERX1606209 4457
ERX1606209 710
ERX1606209 821
ERX1606210 710
ERX1606211 747
ERX1606212 747
ERX1606213 710
ERX1606214 160
ERX1606214 710
ERX1606215 4343
ERX1606215 72
ERX1606215 738
ERX1606216 4206
ERX1606216 710
ERX1606217 4441
ERX1606217 747
ERX1606218 4441
ERX1606218 747
ERX1606219 4441
ERX1606219 710
ERX1606220 747
ERX1606221 4342
ERX1606221 710
ERX1606222 4342
ERX1606222 710
ERX1606223 747
ERX1606224 4455
ERX1606224 747
ERX1606225 4341
ERX1606225 72
ERX1606225 747
ERX1606225 818
ERX1606226 4343
ERX1606226 72
ERX1606226 747
ERX1606226 818
ERX1606227 4441
ERX1606227 710
ERX1606228 4341
ERX1606228 747
ERX1606229 4341
ERX1606229 72
ERX1606229 747
ERX1606230 4347
ERX1606230 710
ERX1606231 4347
ERX1606231 72
ERX1606231 747
ERX1606232 747
ERX1606233 4341
ERX1606233 72
ERX1606233 747
ERX1606234 747
ERX1606235 747
ERX1606236 747
ERX1606237 1184
ERX1606237 4341
ERX1606237 710
ERX1606237 72
ERX1606238 4341
ERX1606238 495
ERX1606238 72
ERX1606239 4341
ERX1606239 710
ERX1606239 72
ERX1606240 4441
ERX1606240 747
ERX1606241 4341
ERX1606241 710
ERX1606242 4341
ERX1606242 72
